"اسم المنتج","رابط المنتج","صورة المنتج","السعر (درهم مغربي)","السعر قبل الخصم (درهم مغربي)"
"Pure Moroccan Argan Oil","https://floriyacosmetics.com/products/moroccan-argan-oil","https://floriyacosmetics.com/cdn/shop/products/6D3DDCDB-186D-4FF1-8800-F71850D0C5E4.jpg?v=1663827058&width=533","",""
