"اسم المنتج","رابط المنتج","صورة المنتج","السعر (درهم مغربي)","السعر قبل الخصم (درهم مغربي)"
"Rose Water Facial Toner- 100ml","https://floriyacosmetics.com/products/rose-water-facial-toner-4oz","https://floriyacosmetics.com/cdn/shop/products/9D19AE9E-50F4-46B3-A8C9-8243777C53D0_1.jpg?v=1662947226&width=533","",""
